file_id,filename,video_id,size_bytes,exercise,participant,angle,variation,gender,angle_name,variation_name,exercise_name,quality_score,judge_scores,n_judges,has_score,participant_num,split,cv_fold
11704493,E02_P01_AR_VO_GM.mp4,E02_P01_AR_VO_GM,68898941,E02,P01,R,O,M,right,occlusion,Adduction,66.66666667,"[64.2857, 71.4286, 64.2857]",3,True,1,train,2
11703852,E02_P02_AF_VFL_GM.mp4,E02_P02_AF_VFL_GM,19139865,E02,P02,F,FL,M,front,full_light,Adduction,73.33333333,"[75.7143, 68.5714, 75.7143]",3,True,2,train,0
11703919,E02_P02_AF_VHJ_GM.mp4,E02_P02_AF_VHJ_GM,35316409,E02,P02,F,HJ,M,front,high_jitter,Adduction,66.19047619,"[61.4286, 68.5714, 68.5714]",3,True,2,train,0
11703965,E02_P02_AF_VLJ_GM.mp4,E02_P02_AF_VLJ_GM,28187434,E02,P02,F,LJ,M,front,low_jitter,Adduction,65.71428571,"[58.5714, 65.7143, 72.8571]",3,True,2,train,0
11704002,E02_P02_AF_VLL_GM.mp4,E02_P02_AF_VLL_GM,47029527,E02,P02,F,LL,M,front,low_light,Adduction,57.14285714,"[57.1429, 57.1429, 57.1429]",3,True,2,train,0
11703866,E02_P02_AF_VML_GM.mp4,E02_P02_AF_VML_GM,11539449,E02,P02,F,ML,M,front,medium_light,Adduction,59.52380952,"[64.2857, 57.1429, 57.1429]",3,True,2,train,0
11703834,E02_P02_AF_VO_GM.mp4,E02_P02_AF_VO_GM,16888414,E02,P02,F,O,M,front,occlusion,Adduction,61.9047619,"[71.4286, 57.1429, 57.1429]",3,True,2,train,0
11704075,E02_P02_AL_VFL_GM.mp4,E02_P02_AL_VFL_GM,57581302,E02,P02,L,FL,M,left,full_light,Adduction,74.76190476,"[77.1429, 70.0, 77.1429]",3,True,2,train,0
11704543,E02_P02_AL_VHJ_GM.mp4,E02_P02_AL_VHJ_GM,62755160,E02,P02,L,HJ,M,left,high_jitter,Adduction,63.33333333,"[58.5714, 65.7143, 65.7143]",3,True,2,train,0
11704035,E02_P02_AL_VLJ_GM.mp4,E02_P02_AL_VLJ_GM,54913676,E02,P02,L,LJ,M,left,low_jitter,Adduction,65.71428571,"[58.5714, 65.7143, 72.8571]",3,True,2,train,0
11704056,E02_P02_AL_VLL_GM.mp4,E02_P02_AL_VLL_GM,55305278,E02,P02,L,LL,M,left,low_light,Adduction,57.14285714,"[57.1429, 57.1429, 57.1429]",3,True,2,train,0
11704078,E02_P02_AL_VML_GM.mp4,E02_P02_AL_VML_GM,57491127,E02,P02,L,ML,M,left,medium_light,Adduction,59.52380952,"[64.2857, 57.1429, 57.1429]",3,True,2,train,0
11704046,E02_P02_AL_VO_GM.mp4,E02_P02_AL_VO_GM,59108838,E02,P02,L,O,M,left,occlusion,Adduction,61.9047619,"[71.4286, 57.1429, 57.1429]",3,True,2,train,0
11703958,E02_P02_AR_VFL_GM.mp4,E02_P02_AR_VFL_GM,25672965,E02,P02,R,FL,M,right,full_light,Adduction,73.33333333,"[75.7143, 68.5714, 75.7143]",3,True,2,train,0
11704509,E02_P02_AR_VHJ_GM.mp4,E02_P02_AR_VHJ_GM,64281382,E02,P02,R,HJ,M,right,high_jitter,Adduction,64.76190476,"[60.0, 67.1429, 67.1429]",3,True,2,train,0
11704053,E02_P02_AR_VLJ_GM.mp4,E02_P02_AR_VLJ_GM,56507147,E02,P02,R,LJ,M,right,low_jitter,Adduction,65.71428571,"[58.5714, 65.7143, 72.8571]",3,True,2,train,0
11704052,E02_P02_AR_VLL_GM.mp4,E02_P02_AR_VLL_GM,58470642,E02,P02,R,LL,M,right,low_light,Adduction,57.14285714,"[57.1429, 57.1429, 57.1429]",3,True,2,train,0
11703920,E02_P02_AR_VML_GM.mp4,E02_P02_AR_VML_GM,37020159,E02,P02,R,ML,M,right,medium_light,Adduction,59.52380952,"[64.2857, 57.1429, 57.1429]",3,True,2,train,0
11704058,E02_P02_AR_VO_GM.mp4,E02_P02_AR_VO_GM,54988567,E02,P02,R,O,M,right,occlusion,Adduction,61.9047619,"[71.4286, 57.1429, 57.1429]",3,True,2,train,0
11703846,E02_P03_AF_VFL_GM.mp4,E02_P03_AF_VFL_GM,13850161,E02,P03,F,FL,M,front,full_light,Adduction,92.85714286,"[92.8571, 85.7143, 100.0]",3,True,3,train,3
11703926,E02_P03_AF_VHJ_GM.mp4,E02_P03_AF_VHJ_GM,34320491,E02,P03,F,HJ,M,front,high_jitter,Adduction,95.23809524,"[100.0, 85.7143, 100.0]",3,True,3,train,3
11703903,E02_P03_AF_VLJ_GM.mp4,E02_P03_AF_VLJ_GM,34967628,E02,P03,F,LJ,M,front,low_jitter,Adduction,95.23809524,"[100.0, 85.7143, 100.0]",3,True,3,train,3
11704069,E02_P03_AF_VLL_GM.mp4,E02_P03_AF_VLL_GM,59111442,E02,P03,F,LL,M,front,low_light,Adduction,95.23809524,"[100.0, 92.8571, 92.8571]",3,True,3,train,3
11703800,E02_P03_AF_VML_GM.mp4,E02_P03_AF_VML_GM,18348169,E02,P03,F,ML,M,front,medium_light,Adduction,97.61904762,"[100.0, 92.8571, 100.0]",3,True,3,train,3
11703857,E02_P03_AF_VO_GM.mp4,E02_P03_AF_VO_GM,15313400,E02,P03,F,O,M,front,occlusion,Adduction,97.61904762,"[100.0, 92.8571, 100.0]",3,True,3,train,3
11704602,E02_P03_AL_VFL_GM.mp4,E02_P03_AL_VFL_GM,84404196,E02,P03,L,FL,M,left,full_light,Adduction,92.85714286,"[92.8571, 85.7143, 100.0]",3,True,3,train,3
11704523,E02_P03_AL_VHJ_GM.mp4,E02_P03_AL_VHJ_GM,70190391,E02,P03,L,HJ,M,left,high_jitter,Adduction,95.23809524,"[100.0, 85.7143, 100.0]",3,True,3,train,3
11704534,E02_P03_AL_VLJ_GM.mp4,E02_P03_AL_VLJ_GM,65857324,E02,P03,L,LJ,M,left,low_jitter,Adduction,95.23809524,"[100.0, 85.7143, 100.0]",3,True,3,train,3
11704532,E02_P03_AL_VLL_GM.mp4,E02_P03_AL_VLL_GM,66250780,E02,P03,L,LL,M,left,low_light,Adduction,79.52380952,"[84.2857, 77.1429, 77.1429]",3,True,3,train,3
11704588,E02_P03_AL_VML_GM.mp4,E02_P03_AL_VML_GM,72077055,E02,P03,L,ML,M,left,medium_light,Adduction,81.9047619,"[84.2857, 77.1429, 84.2857]",3,True,3,train,3
11704576,E02_P03_AL_VO_GM.mp4,E02_P03_AL_VO_GM,72623491,E02,P03,L,O,M,left,occlusion,Adduction,81.9047619,"[84.2857, 77.1429, 84.2857]",3,True,3,train,3
11703842,E02_P03_AR_VFL_GM.mp4,E02_P03_AR_VFL_GM,16376540,E02,P03,R,FL,M,right,full_light,Adduction,77.14285714,"[77.1429, 70.0, 84.2857]",3,True,3,train,3
11704510,E02_P03_AR_VHJ_GM.mp4,E02_P03_AR_VHJ_GM,68692746,E02,P03,R,HJ,M,right,high_jitter,Adduction,79.52380952,"[84.2857, 70.0, 84.2857]",3,True,3,train,3
11704041,E02_P03_AR_VLJ_GM.mp4,E02_P03_AR_VLJ_GM,58365298,E02,P03,R,LJ,M,right,low_jitter,Adduction,78.0952381,"[82.8571, 68.5714, 82.8571]",3,True,3,train,3
11703945,E02_P03_AR_VLL_GM.mp4,E02_P03_AR_VLL_GM,40683978,E02,P03,R,LL,M,right,low_light,Adduction,79.52380952,"[84.2857, 77.1429, 77.1429]",3,True,3,train,3
11703936,E02_P03_AR_VML_GM.mp4,E02_P03_AR_VML_GM,21211715,E02,P03,R,ML,M,right,medium_light,Adduction,80.47619048,"[82.8571, 75.7143, 82.8571]",3,True,3,train,3
11703967,E02_P03_AR_VO_GM.mp4,E02_P03_AR_VO_GM,26537207,E02,P03,R,O,M,right,occlusion,Adduction,80.47619048,"[82.8571, 75.7143, 82.8571]",3,True,3,train,3
11703841,E02_P04_AF_VFL_GM.mp4,E02_P04_AF_VFL_GM,13646145,E02,P04,F,FL,M,front,full_light,Adduction,100.0,"[100.0, 100.0, 100.0]",3,True,4,train,1
11703952,E02_P04_AF_VHJ_GM.mp4,E02_P04_AF_VHJ_GM,32263542,E02,P04,F,HJ,M,front,high_jitter,Adduction,95.23809524,"[92.8571, 92.8571, 100.0]",3,True,4,train,1
11703977,E02_P04_AF_VLJ_GM.mp4,E02_P04_AF_VLJ_GM,35654417,E02,P04,F,LJ,M,front,low_jitter,Adduction,92.85714286,"[92.8571, 92.8571, 92.8571]",3,True,4,train,1
11703937,E02_P04_AF_VLL_GM.mp4,E02_P04_AF_VLL_GM,50167163,E02,P04,F,LL,M,front,low_light,Adduction,97.61904762,"[100.0, 92.8571, 100.0]",3,True,4,train,1
11703944,E02_P04_AF_VML_GM.mp4,E02_P04_AF_VML_GM,25185230,E02,P04,F,ML,M,front,medium_light,Adduction,92.85714286,"[92.8571, 92.8571, 92.8571]",3,True,4,train,1
11703861,E02_P04_AF_VO_GM.mp4,E02_P04_AF_VO_GM,17916833,E02,P04,F,O,M,front,occlusion,Adduction,97.61904762,"[100.0, 92.8571, 100.0]",3,True,4,train,1
11704520,E02_P04_AL_VFL_GM.mp4,E02_P04_AL_VFL_GM,68855201,E02,P04,L,FL,M,left,full_light,Adduction,82.85714286,"[82.8571, 82.8571, 82.8571]",3,True,4,train,1
11704038,E02_P04_AL_VHJ_GM.mp4,E02_P04_AL_VHJ_GM,58163988,E02,P04,L,HJ,M,left,high_jitter,Adduction,95.23809524,"[92.8571, 92.8571, 100.0]",3,True,4,train,1
11704036,E02_P04_AL_VLJ_GM.mp4,E02_P04_AL_VLJ_GM,60384297,E02,P04,L,LJ,M,left,low_jitter,Adduction,92.85714286,"[92.8571, 92.8571, 92.8571]",3,True,4,train,1
11704539,E02_P04_AL_VLL_GM.mp4,E02_P04_AL_VLL_GM,66352311,E02,P04,L,LL,M,left,low_light,Adduction,97.61904762,"[100.0, 92.8571, 100.0]",3,True,4,train,1
11704504,E02_P04_AL_VML_GM.mp4,E02_P04_AL_VML_GM,68264549,E02,P04,L,ML,M,left,medium_light,Adduction,92.85714286,"[92.8571, 92.8571, 92.8571]",3,True,4,train,1
11704495,E02_P04_AL_VO_GM.mp4,E02_P04_AL_VO_GM,63215333,E02,P04,L,O,M,left,occlusion,Adduction,79.04761905,"[81.4286, 74.2857, 81.4286]",3,True,4,train,1
11703827,E02_P04_AR_VFL_GM.mp4,E02_P04_AR_VFL_GM,10896026,E02,P04,R,FL,M,right,full_light,Adduction,82.85714286,"[82.8571, 82.8571, 82.8571]",3,True,4,train,1
11704060,E02_P04_AR_VHJ_GM.mp4,E02_P04_AR_VHJ_GM,59123987,E02,P04,R,HJ,M,right,high_jitter,Adduction,95.23809524,"[92.8571, 92.8571, 100.0]",3,True,4,train,1
11704031,E02_P04_AR_VLJ_GM.mp4,E02_P04_AR_VLJ_GM,53638758,E02,P04,R,LJ,M,right,low_jitter,Adduction,77.14285714,"[77.1429, 77.1429, 77.1429]",3,True,4,train,1
11703985,E02_P04_AR_VLL_GM.mp4,E02_P04_AR_VLL_GM,40889812,E02,P04,R,LL,M,right,low_light,Adduction,81.9047619,"[84.2857, 77.1429, 84.2857]",3,True,4,train,1
11703803,E02_P04_AR_VML_GM.mp4,E02_P04_AR_VML_GM,12284723,E02,P04,R,ML,M,right,medium_light,Adduction,92.85714286,"[92.8571, 92.8571, 92.8571]",3,True,4,train,1
11703984,E02_P04_AR_VO_GM.mp4,E02_P04_AR_VO_GM,21600109,E02,P04,R,O,M,right,occlusion,Adduction,77.61904762,"[80.0, 72.8571, 80.0]",3,True,4,train,1
11703828,E02_P05_AF_VFL_GM.mp4,E02_P05_AF_VFL_GM,11689038,E02,P05,F,FL,M,front,full_light,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,5,train,3
11703970,E02_P05_AF_VHJ_GM.mp4,E02_P05_AF_VHJ_GM,28104647,E02,P05,F,HJ,M,front,high_jitter,Adduction,88.0952381,"[85.7143, 85.7143, 92.8571]",3,True,5,train,3
11703924,E02_P05_AF_VLJ_GM.mp4,E02_P05_AF_VLJ_GM,29398071,E02,P05,F,LJ,M,front,low_jitter,Adduction,85.71428571,"[85.7143, 85.7143, 85.7143]",3,True,5,train,3
11703908,E02_P05_AF_VLL_GM.mp4,E02_P05_AF_VLL_GM,41595490,E02,P05,F,LL,M,front,low_light,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,5,train,3
11703818,E02_P05_AF_VML_GM.mp4,E02_P05_AF_VML_GM,8411988,E02,P05,F,ML,M,front,medium_light,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,5,train,3
11703848,E02_P05_AF_VO_GM.mp4,E02_P05_AF_VO_GM,16683708,E02,P05,F,O,M,front,occlusion,Adduction,92.85714286,"[92.8571, 85.7143, 100.0]",3,True,5,train,3
11704082,E02_P05_AL_VFL_GM.mp4,E02_P05_AL_VFL_GM,59684608,E02,P05,L,FL,M,left,full_light,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,5,train,3
11703966,E02_P05_AL_VHJ_GM.mp4,E02_P05_AL_VHJ_GM,49529710,E02,P05,L,HJ,M,left,high_jitter,Adduction,72.38095238,"[70.0, 70.0, 77.1429]",3,True,5,train,3
11704054,E02_P05_AL_VLJ_GM.mp4,E02_P05_AL_VLJ_GM,52661327,E02,P05,L,LJ,M,left,low_jitter,Adduction,85.71428571,"[85.7143, 85.7143, 85.7143]",3,True,5,train,3
11704034,E02_P05_AL_VLL_GM.mp4,E02_P05_AL_VLL_GM,54482685,E02,P05,L,LL,M,left,low_light,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,5,train,3
11704070,E02_P05_AL_VML_GM.mp4,E02_P05_AL_VML_GM,53048373,E02,P05,L,ML,M,left,medium_light,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,5,train,3
11704061,E02_P05_AL_VO_GM.mp4,E02_P05_AL_VO_GM,58232180,E02,P05,L,O,M,left,occlusion,Adduction,92.85714286,"[92.8571, 85.7143, 100.0]",3,True,5,train,3
11703826,E02_P05_AR_VFL_GM.mp4,E02_P05_AR_VFL_GM,8748168,E02,P05,R,FL,M,right,full_light,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,5,train,3
11704066,E02_P05_AR_VHJ_GM.mp4,E02_P05_AR_VHJ_GM,51973015,E02,P05,R,HJ,M,right,high_jitter,Adduction,88.0952381,"[85.7143, 85.7143, 92.8571]",3,True,5,train,3
11703907,E02_P05_AR_VLJ_GM.mp4,E02_P05_AR_VLJ_GM,38175095,E02,P05,R,LJ,M,right,low_jitter,Adduction,85.71428571,"[85.7143, 85.7143, 85.7143]",3,True,5,train,3
11703808,E02_P05_AR_VLL_GM.mp4,E02_P05_AR_VLL_GM,16478973,E02,P05,R,LL,M,right,low_light,Adduction,74.76190476,"[77.1429, 70.0, 77.1429]",3,True,5,train,3
11703850,E02_P05_AR_VML_GM.mp4,E02_P05_AR_VML_GM,8497983,E02,P05,R,ML,M,right,medium_light,Adduction,74.76190476,"[77.1429, 70.0, 77.1429]",3,True,5,train,3
11703854,E02_P05_AR_VO_GM.mp4,E02_P05_AR_VO_GM,17834355,E02,P05,R,O,M,right,occlusion,Adduction,92.85714286,"[92.8571, 85.7143, 100.0]",3,True,5,train,3
11703820,E02_P06_AF_VFL_GM.mp4,E02_P06_AF_VFL_GM,14161713,E02,P06,F,FL,M,front,full_light,Adduction,100.0,"[100.0, 100.0, 100.0]",3,True,6,train,3
11703922,E02_P06_AF_VHJ_GM.mp4,E02_P06_AF_VHJ_GM,34870528,E02,P06,F,HJ,M,front,high_jitter,Adduction,77.14285714,"[77.1429, 77.1429, 77.1429]",3,True,6,train,3
11703904,E02_P06_AF_VLJ_GM.mp4,E02_P06_AF_VLJ_GM,37037745,E02,P06,F,LJ,M,front,low_jitter,Adduction,100.0,"[100.0, 100.0, 100.0]",3,True,6,train,3
11704077,E02_P06_AF_VLL_GM.mp4,E02_P06_AF_VLL_GM,51790988,E02,P06,F,LL,M,front,low_light,Adduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,6,train,3
11703871,E02_P06_AF_VML_GM.mp4,E02_P06_AF_VML_GM,9796081,E02,P06,F,ML,M,front,medium_light,Adduction,97.61904762,"[92.8571, 100.0, 100.0]",3,True,6,train,3
11703900,E02_P06_AF_VO_GM.mp4,E02_P06_AF_VO_GM,23292523,E02,P06,F,O,M,front,occlusion,Adduction,74.28571429,"[74.2857, 74.2857, 74.2857]",3,True,6,train,3
11704530,E02_P06_AL_VFL_GM.mp4,E02_P06_AL_VFL_GM,66545932,E02,P06,L,FL,M,left,full_light,Adduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,6,train,3
11704516,E02_P06_AL_VHJ_GM.mp4,E02_P06_AL_VHJ_GM,61696846,E02,P06,L,HJ,M,left,high_jitter,Adduction,77.14285714,"[77.1429, 77.1429, 77.1429]",3,True,6,train,3
11704503,E02_P06_AL_VLJ_GM.mp4,E02_P06_AL_VLJ_GM,61733176,E02,P06,L,LJ,M,left,low_jitter,Adduction,100.0,"[100.0, 100.0, 100.0]",3,True,6,train,3
11704546,E02_P06_AL_VLL_GM.mp4,E02_P06_AL_VLL_GM,63733987,E02,P06,L,LL,M,left,low_light,Adduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,6,train,3
11704564,E02_P06_AL_VML_GM.mp4,E02_P06_AL_VML_GM,68159004,E02,P06,L,ML,M,left,medium_light,Adduction,97.61904762,"[92.8571, 100.0, 100.0]",3,True,6,train,3
11704577,E02_P06_AL_VO_GM.mp4,E02_P06_AL_VO_GM,71816466,E02,P06,L,O,M,left,occlusion,Adduction,74.28571429,"[74.2857, 74.2857, 74.2857]",3,True,6,train,3
11703831,E02_P06_AR_VFL_GM.mp4,E02_P06_AR_VFL_GM,11098680,E02,P06,R,FL,M,right,full_light,Adduction,82.85714286,"[82.8571, 82.8571, 82.8571]",3,True,6,train,3
11704540,E02_P06_AR_VHJ_GM.mp4,E02_P06_AR_VHJ_GM,62129052,E02,P06,R,HJ,M,right,high_jitter,Adduction,74.28571429,"[74.2857, 74.2857, 74.2857]",3,True,6,train,3
11703997,E02_P06_AR_VLJ_GM.mp4,E02_P06_AR_VLJ_GM,44802603,E02,P06,R,LJ,M,right,low_jitter,Adduction,82.85714286,"[82.8571, 82.8571, 82.8571]",3,True,6,train,3
11703942,E02_P06_AR_VLL_GM.mp4,E02_P06_AR_VLL_GM,36571408,E02,P06,R,LL,M,right,low_light,Adduction,82.85714286,"[82.8571, 82.8571, 82.8571]",3,True,6,train,3
11703798,E02_P06_AR_VML_GM.mp4,E02_P06_AR_VML_GM,10264771,E02,P06,R,ML,M,right,medium_light,Adduction,80.47619048,"[75.7143, 82.8571, 82.8571]",3,True,6,train,3
11703837,E02_P06_AR_VO_GM.mp4,E02_P06_AR_VO_GM,18736113,E02,P06,R,O,M,right,occlusion,Adduction,72.85714286,"[72.8571, 72.8571, 72.8571]",3,True,6,train,3
11703804,E02_P07_AF_VFL_GM.mp4,E02_P07_AF_VFL_GM,13205598,E02,P07,F,FL,M,front,full_light,Adduction,50.0,"[50.0, 50.0, 50.0]",3,True,7,train,0
11703899,E02_P07_AF_VHJ_GM.mp4,E02_P07_AF_VHJ_GM,30604519,E02,P07,F,HJ,M,front,high_jitter,Adduction,47.61904762,"[57.1429, 42.8571, 42.8571]",3,True,7,train,0
11703940,E02_P07_AF_VLJ_GM.mp4,E02_P07_AF_VLJ_GM,31439623,E02,P07,F,LJ,M,front,low_jitter,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11703980,E02_P07_AF_VLL_GM.mp4,E02_P07_AF_VLL_GM,48846455,E02,P07,F,LL,M,front,low_light,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11703887,E02_P07_AF_VML_GM.mp4,E02_P07_AF_VML_GM,10418440,E02,P07,F,ML,M,front,medium_light,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11703874,E02_P07_AF_VO_GM.mp4,E02_P07_AF_VO_GM,18510371,E02,P07,F,O,M,front,occlusion,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11704574,E02_P07_AL_VFL_GM.mp4,E02_P07_AL_VFL_GM,74206642,E02,P07,L,FL,M,left,full_light,Adduction,50.0,"[50.0, 50.0, 50.0]",3,True,7,train,0
11704055,E02_P07_AL_VHJ_GM.mp4,E02_P07_AL_VHJ_GM,53835925,E02,P07,L,HJ,M,left,high_jitter,Adduction,47.61904762,"[57.1429, 42.8571, 42.8571]",3,True,7,train,0
11704064,E02_P07_AL_VLJ_GM.mp4,E02_P07_AL_VLJ_GM,51854911,E02,P07,L,LJ,M,left,low_jitter,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11704538,E02_P07_AL_VLL_GM.mp4,E02_P07_AL_VLL_GM,64449136,E02,P07,L,LL,M,left,low_light,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11704547,E02_P07_AL_VML_GM.mp4,E02_P07_AL_VML_GM,67356641,E02,P07,L,ML,M,left,medium_light,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11704526,E02_P07_AL_VO_GM.mp4,E02_P07_AL_VO_GM,70673769,E02,P07,L,O,M,left,occlusion,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11703840,E02_P07_AR_VFL_GM.mp4,E02_P07_AR_VFL_GM,10635072,E02,P07,R,FL,M,right,full_light,Adduction,50.0,"[50.0, 50.0, 50.0]",3,True,7,train,0
11704062,E02_P07_AR_VHJ_GM.mp4,E02_P07_AR_VHJ_GM,57363819,E02,P07,R,HJ,M,right,high_jitter,Adduction,47.61904762,"[57.1429, 42.8571, 42.8571]",3,True,7,train,0
11703930,E02_P07_AR_VLJ_GM.mp4,E02_P07_AR_VLJ_GM,47078256,E02,P07,R,LJ,M,right,low_jitter,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11703993,E02_P07_AR_VLL_GM.mp4,E02_P07_AR_VLL_GM,35523954,E02,P07,R,LL,M,right,low_light,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11703814,E02_P07_AR_VML_GM.mp4,E02_P07_AR_VML_GM,9824452,E02,P07,R,ML,M,right,medium_light,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11703881,E02_P07_AR_VO_GM.mp4,E02_P07_AR_VO_GM,18365738,E02,P07,R,O,M,right,occlusion,Adduction,47.61904762,"[50.0, 42.8571, 50.0]",3,True,7,train,0
11703812,E02_P08_AF_VFL_GM.mp4,E02_P08_AF_VFL_GM,12269188,E02,P08,F,FL,M,front,full_light,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,8,val,1
11703898,E02_P08_AF_VHJ_GM.mp4,E02_P08_AF_VHJ_GM,31010865,E02,P08,F,HJ,M,front,high_jitter,Adduction,74.76190476,"[77.1429, 70.0, 77.1429]",3,True,8,val,1
11703902,E02_P08_AF_VLJ_GM.mp4,E02_P08_AF_VLJ_GM,37606426,E02,P08,F,LJ,M,front,low_jitter,Adduction,92.85714286,"[92.8571, 85.7143, 100.0]",3,True,8,val,1
11703910,E02_P08_AF_VLL_GM.mp4,E02_P08_AF_VLL_GM,38565543,E02,P08,F,LL,M,front,low_light,Adduction,77.14285714,"[77.1429, 70.0, 84.2857]",3,True,8,val,1
11703801,E02_P08_AF_VML_GM.mp4,E02_P08_AF_VML_GM,10303742,E02,P08,F,ML,M,front,medium_light,Adduction,92.85714286,"[92.8571, 85.7143, 100.0]",3,True,8,val,1
11703795,E02_P08_AF_VO_GM.mp4,E02_P08_AF_VO_GM,15406563,E02,P08,F,O,M,front,occlusion,Adduction,77.14285714,"[77.1429, 70.0, 84.2857]",3,True,8,val,1
11704551,E02_P08_AL_VFL_GM.mp4,E02_P08_AL_VFL_GM,66341991,E02,P08,L,FL,M,left,full_light,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,8,val,1
11704081,E02_P08_AL_VHJ_GM.mp4,E02_P08_AL_VHJ_GM,60960083,E02,P08,L,HJ,M,left,high_jitter,Adduction,74.76190476,"[77.1429, 70.0, 77.1429]",3,True,8,val,1
11704590,E02_P08_AL_VLJ_GM.mp4,E02_P08_AL_VLJ_GM,76941806,E02,P08,L,LJ,M,left,low_jitter,Adduction,92.85714286,"[92.8571, 85.7143, 100.0]",3,True,8,val,1
11704528,E02_P08_AL_VLL_GM.mp4,E02_P08_AL_VLL_GM,71186213,E02,P08,L,LL,M,left,low_light,Adduction,75.71428571,"[75.7143, 68.5714, 82.8571]",3,True,8,val,1
11704506,E02_P08_AL_VML_GM.mp4,E02_P08_AL_VML_GM,69147456,E02,P08,L,ML,M,left,medium_light,Adduction,92.85714286,"[92.8571, 85.7143, 100.0]",3,True,8,val,1
11704550,E02_P08_AL_VO_GM.mp4,E02_P08_AL_VO_GM,68549721,E02,P08,L,O,M,left,occlusion,Adduction,75.71428571,"[75.7143, 68.5714, 82.8571]",3,True,8,val,1
11703872,E02_P08_AR_VFL_GM.mp4,E02_P08_AR_VFL_GM,11681723,E02,P08,R,FL,M,right,full_light,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,8,val,1
11704068,E02_P08_AR_VHJ_GM.mp4,E02_P08_AR_VHJ_GM,60824182,E02,P08,R,HJ,M,right,high_jitter,Adduction,90.47619048,"[92.8571, 85.7143, 92.8571]",3,True,8,val,1
11703976,E02_P08_AR_VLJ_GM.mp4,E02_P08_AR_VLJ_GM,44569888,E02,P08,R,LJ,M,right,low_jitter,Adduction,92.85714286,"[92.8571, 85.7143, 100.0]",3,True,8,val,1
11703909,E02_P08_AR_VLL_GM.mp4,E02_P08_AR_VLL_GM,29422558,E02,P08,R,LL,M,right,low_light,Adduction,77.14285714,"[77.1429, 70.0, 84.2857]",3,True,8,val,1
11703796,E02_P08_AR_VML_GM.mp4,E02_P08_AR_VML_GM,10857602,E02,P08,R,ML,M,right,medium_light,Adduction,77.14285714,"[77.1429, 70.0, 84.2857]",3,True,8,val,1
11703880,E02_P08_AR_VO_GM.mp4,E02_P08_AR_VO_GM,15864275,E02,P08,R,O,M,right,occlusion,Adduction,77.14285714,"[77.1429, 70.0, 84.2857]",3,True,8,val,1
11704008,E02_P09_AF_VFL_GF.mp4,E02_P09_AF_VFL_GF,21094238,E02,P09,F,FL,F,front,full_light,Adduction,77.14285714,"[77.1429, 77.1429, 77.1429]",3,True,9,train,1
11703979,E02_P09_AF_VLL_GF.mp4,E02_P09_AF_VLL_GF,42643218,E02,P09,F,LL,F,front,low_light,Adduction,100.0,"[100.0, 100.0, 100.0]",3,True,9,train,1
11703794,E02_P09_AF_VML_GF.mp4,E02_P09_AF_VML_GF,17780650,E02,P09,F,ML,F,front,medium_light,Adduction,95.23809524,"[100.0, 92.8571, 92.8571]",3,True,9,train,1
11703821,E02_P09_AF_VO_GF.mp4,E02_P09_AF_VO_GF,18193467,E02,P09,F,O,F,front,occlusion,Adduction,80.95238095,"[85.7143, 78.5714, 78.5714]",3,True,9,train,1
11704584,E02_P09_AL_VFL_GF.mp4,E02_P09_AL_VFL_GF,75320028,E02,P09,L,FL,F,left,full_light,Adduction,75.71428571,"[75.7143, 75.7143, 75.7143]",3,True,9,train,1
11704071,E02_P09_AL_VLL_GF.mp4,E02_P09_AL_VLL_GF,57986585,E02,P09,L,LL,F,left,low_light,Adduction,84.28571429,"[84.2857, 84.2857, 84.2857]",3,True,9,train,1
